,Date,Tweet,Label
184,2020-07-07,fenomena ramairamai dagang dada,Negatif
185,2020-07-07,wib rupiah pangkas kuat rp us,Positif
186,2020-07-07,salur bbm lpg jepara jalan normal pasca gempa,Negatif
187,2020-07-07,catat lulus vokasi andal ijazah,Negatif
188,2020-07-07,alas telkom buka blokir neflix telkomsel indihome,Positif
189,2020-07-07,gempa m guncang bengkulu lampung,Negatif
190,2020-07-07,telkom buka blokir netflix saham tlkm terbang,Positif
191,2020-07-07,tuding kdrt gugat johnny depp the sun gelar,Negatif
192,2020-07-07,tuding kdrt gugat johnny depp the sun gelar,Negatif
193,2020-07-07,emiten ramai rights issue bikin investor untung buntung,Negatif
194,2020-07-07,pandemi momentum nikah massal industri vokasi,Negatif
195,2020-07-07,gaya tan syl pamer kalung anti virus dpr,Negatif
196,2020-07-07,caplok emiten ri sepak terjang korea development bank,Positif
197,2020-07-07,lowong kemenko ekonomi nih minat,Negatif
198,2020-07-07,siapsiap smkdiploma bikin nyaman anak muda,Negatif
199,2020-07-07,blokir netflix indihome,Positif
200,2020-07-07,ikk baik juni inggris blokir huawei,Negatif
201,2020-07-07,luhut perintah ojk restrukturisasi kredit umkm rp t,Positif
202,2020-07-07,intip bukit uang rp m kembali sinarmas negara,Negatif
203,2020-07-07,teropong gerak ihsg h investasi pasar modal,Negatif
204,2020-07-07,data jerman muas bursa eropa lemah sesi,Netral
205,2020-07-07,ojk juni restrukturisasi kredit bank tembus rp t,Positif
206,2020-07-07,selamat ekonomi kredit modal kerja triliun kucur,Positif
207,2020-07-07,inggris setop guna teknologi g huawei,Negatif
208,2020-07-07,pasca subuh gempa bumi landa indonesia,Negatif
209,2020-07-07,juda agung dukung penuh revisi uu bi,Negatif
210,2020-07-07,tutup pasar rupiah kuat rp us,Positif
211,2020-07-07,ambisi jokowi lampungaceh nyambung tol putus,Negatif
212,2020-07-07,ambisi jokowi lampungaceh nyambung tol putus,Negatif
213,2020-07-07,covid global tembus juta peringkat ri,Netral
214,2020-07-07,tampak tol cisumdawu mandek bikin jokowi geram,Negatif
215,2020-07-07,ungkap picu jokowi geram tol terowongan mandek,Negatif
216,2020-07-07,indihome netflix nonton drama korea,Negatif
217,2020-07-07,buntut jiwasraya cs fitch sektor nonbank ri lemah,Netral
218,2020-07-07,norwegia kasih hadiah rp m ri angin,Positif
219,2020-07-07,corona ri juli total pasien orang,Netral
220,2020-07-07,kuat tatih ihsg zona merah,Netral
221,2020-07-07,kuat untun rupiah juara asia,Positif
222,2020-07-07,konveksi baju sekolah pandemi omzet anjlok phk,Negatif
223,2020-07-07,laris manis lelang sukuk negara oversubscribed kali,Positif
224,2020-07-07,tan pamer kalung anti virus dibully puji dpr,Negatif
225,2020-07-07,corona ri juli positif tembus,Netral
226,2020-07-07,sri mulyani rp t bank taruh bpd,Positif
227,2020-07-07,geber kerja covid ojk rombak jabat,Negatif
228,2020-07-07,juda agung bawa misi selamat ekonomi ri krisis,Negatif
229,2020-07-07,perintah gelontor rp t jamin kredit umkm,Netral
230,2020-07-07,kyle jenner artis endorse mahal instagram,Negatif
231,2020-07-07,tugas sri mulyani netflix cs tarik pajak,Positif
232,2020-07-07,tugas sri mulyani netflix cs tarik pajak,Positif
233,2020-07-07,tunggak jiwasraya rp t modal minus rp t,Negatif
234,2020-07-07,bumndpr rapat skema selesai jiwasraya bahas bailout,Negatif
235,2020-07-07,jagung sinarmas kembali rp m mi respons,Negatif
236,2020-07-07,jempol rupiah poundsterling turun rp,Netral
237,2020-07-07,wow prabowo beli tanker terbang mv osprey rp t as,Negatif
238,2020-07-07,dpr bully kalung anti virus reaksi duga tan syl,Negatif
239,2020-07-07,kookmin kdb bankbank korea semsem ri,Positif
240,2020-07-07,bedah kerja ptba kuartal i laba triliun kas rp t,Positif
241,2020-07-07,langgan netflix spotify agustus bayar mahal yah,Positif
242,2020-07-07,corona ri juli total positif capai,Netral
243,2020-07-07,berat moodys downgrade peringkat pan brothers,Netral
244,2020-07-07,pindah polis return turun solusi nasabah jiwasraya,Negatif
245,2020-07-07,sabar vaksin covid made in ri sedia tengah,Positif
246,2020-07-07,kemenhub maskapai biaya rapid test tumpang,Negatif
247,2020-07-07,menteri esdm subsidi listrik turun tarif,Negatif
248,2020-07-07,tolong jokowi corona jatim kendali,Netral
249,2020-07-07,kandidat vaksin uji astrazeneca juara,Positif
250,2020-07-07,prabowo ri gimana militer china tempur lawan as,Netral
251,2020-07-07,jokowi titah prabowo bos lumbung pangan ri,Negatif
252,2020-07-07,jokowi titah prabowo bos lumbung pangan ri,Negatif
253,2020-07-07,keras eks gubernur bi tuju ojk bubar,Negatif
254,2020-07-07,nyinyir dpr kalung anti virus bawa wisma atlet aman,Negatif
255,2020-07-07,bantu usaha mikro brisyariah akselerasi salur kur,Positif
256,2020-07-07,resesi kian ekonomi eropa ramal kontraksi,Netral
257,2020-07-07,keren borobudurjogja nyambung rel kereta,Negatif
258,2020-07-07,microsoft caplok milik game of thrones xbox,Negatif
259,2020-07-07,menaker ida luncur standar kompetensi kerja film,Negatif
260,2020-07-07,beri stimulus lambat usaha costly recovery,Netral
261,2020-07-07,kalung anti virus jimat sihir,Negatif
262,2020-07-07,cadev tambah investor pede borong obligasi ri,Positif
263,2020-07-07,digitalisasi fokus aida deputi gubernur bi,Negatif
264,2020-07-07,tibatiba mahfud md ungkit skandal harley eks bos garuda,Negatif
265,2020-07-07,grab sumbang rp m ekonomi balikpapan,Negatif
266,2020-07-07,duh rw grogol dilockdown garagara warga positif covid,Negatif
267,2020-07-07,bongkar alas telkom buka blokir netflix,Negatif
268,2020-07-07,dear investor siapsiap lihat harga emas us,Positif
269,2020-07-07,ending jiwasraya asuransi tua suntik mati,Negatif
270,2020-07-07,samsung kira laba operasi pandemi,Negatif
271,2020-07-07,sinergi pen bjb kerja jamin kredit modal kerja,Negatif
272,2020-07-07,sinergi pen bjb kerja jamin kredit modal kerja,Negatif
273,2020-07-07,campak proteksi vaksin corona jangka pendek,Negatif
274,2020-07-07,bos garuda orang tari derita,Negatif
275,2020-07-07,gagal bayar obligasi moodys turun rating modernland,Netral
276,2020-07-07,jokowi darah bangun tol cisumdawu hambat,Negatif
277,2020-07-07,korban tewas banjir longsor jepang capai orang,Negatif
278,2020-07-07,baru sekolah buka jabar,Negatif
279,2020-07-07,as mahasiwa asing negara kuliah daring,Negatif
280,2020-07-07,jokowi jengkel tol cisumdawu mandek picu,Negatif
281,2020-07-07,ridwan kamil kan daerah rawan covid catat,Negatif
282,2020-07-07,deret canggih whatsapp update baru,Negatif
283,2020-07-07,saham teknologi kena profit taking dow futures drop poin,Netral
284,2020-07-07,proyek lumbung pangan prabowo cs tan syl,Negatif
285,2020-07-07,tan ajak masyarakat sinergi cari tawar corona,Negatif
286,2020-07-07,lumbung pangan ri orde lanjut sby jokowi,Negatif
287,2020-07-07,hatihati indonesia jebak middle income trap,Netral
288,2020-07-07,simak nih redenominasi rp rp grafis,Negatif
289,2020-07-07,daerah ancam tunda dau,Negatif
290,2020-07-07,lahan ilegal proyek lumbung pangan garap prabowo,Negatif
291,2020-07-07,bayar klaim jiwasraya tunggu sunti negara,Negatif
292,2020-07-07,bayar klaim jiwasraya tunggu sunti negara,Negatif
293,2020-07-07,umum awan tetap rapid test mahal rp,Negatif
294,2020-07-07,pulih umkm bri kerja jamin kredit,Positif
295,2020-07-07,covid wall street buka drop poin,Netral
296,2020-07-07,gokil jagung limpah tumpu uang rp m,Negatif
297,2020-07-07,konflik lcs kemhan pasti daulat nkri,Negatif
298,2020-07-07,cadev juni usd m jokowi cari sumber dana tol,Positif
299,2020-07-07,perintah jamin kredit modal umkm,Positif
300,2020-07-07,airlangga industri digital tarik tumbuh ekonomi,Positif
301,2020-07-07,oh corona kau investor bingung,Netral
302,2020-07-07,presiden brasil bolsonaro positif covid,Negatif
303,2020-07-07,rupiah juara asia us reli gak,Positif
304,2020-07-07,bahaya peringkat usaha ri pangkas resesi,Netral
305,2020-07-07,nasib tiktok blokir india incar donald trump,Negatif
306,2020-07-07,gertak sambal as who,Negatif
307,2020-07-08,telkom buka blokir netflix langgan bayar pajak,Positif
308,2020-07-08,astaga gagal bayar rp t tiphone anak status pkpu,Negatif
309,2020-07-08,cetak rupiah ala bi,Negatif
310,2020-07-08,kabar ekonomi ri bangkit,Positif
311,2020-07-08,keren sebentar ri vaksin corona buat,Positif
312,2020-07-08,keren sebentar ri vaksin corona buat,Positif
313,2020-07-08,sinarmas kembali dana jiwasraya mi,Negatif
314,2020-07-08,pepes kosong redenominasi rp rp,Negatif
315,2020-07-08,hancur ekonomi ri ramal sri mulyani,Netral
316,2020-07-08,kemarin jawara asia rupiah perkasa,Positif
317,2020-07-08,bahaya ancam perang aschina nyata laut china selatan,Netral
318,2020-07-08,banjir sentimen negatif mohon maaf ihsg merah,Netral
319,2020-07-08,corona as wall street bakar,Netral
320,2020-07-08,doa ya vaksin covid januari,Positif
321,2020-07-08,catat emas antam rp emas gadai rp gram,Negatif
322,2020-07-08,emiten kena sanksi ingat bei gegara ya,Negatif
323,2020-07-08,kontroversi corona sebar udara who aku bukti,Negatif
324,2020-07-08,deputi gubernur bi pilih dpr calon,Negatif
325,2020-07-08,tembus juta update covid global,Netral
326,2020-07-08,rela cuan nasabah sunat jiwasraya suntik mati,Netral
327,2020-07-08,kabar pasar ramai usaha downgrade update jiwasraya,Negatif
328,2020-07-08,tipe investor suka koleksi emas,Negatif
329,2020-07-08,banjir jepang porakporanda tampak,Negatif
330,2020-07-08,ihsg uji level gak cuan sahamsaham,Positif
331,2020-07-08,gambarin persepsi emas,Negatif
332,2020-07-08,gambarin persepsi emas,Negatif
333,2020-07-08,angka keramat ihsg sulit level,Netral
334,2020-07-08,cari fortuner pajero bekas harga,Negatif
335,2020-07-08,kuatkuatnya rupiah cetak hattrick,Positif
336,2020-07-08,instagram lapor tumbang netizen curhat twitter,Negatif
337,2020-07-08,shell mundur kabar proyek blok masela,Negatif
338,2020-07-08,buka pasar rupiah kuat rp us,Positif
339,2020-07-08,jokowi prabowo mimpi lumbung pangan nkri kalimantan,Negatif
340,2020-07-08,geram jokowi keluh mandek tol terowongan ri,Negatif
341,2020-07-08,rupiah kuat tipis awas kepleset,Positif
342,2020-07-08,asing masuk ihsg tembus saham borong,Positif
343,2020-07-08,rups juli direksi komisaris kras ganti,Negatif
344,2020-07-08,pas redenominasi rp rp,Negatif
345,2020-07-08,heboh kalung antivirus corona a la tan,Negatif
346,2020-07-08,alert wni new york waspada,Negatif
347,2020-07-08,sekuritas ramairamai relaksasi modal tolak ojk,Netral
348,2020-07-08,harga tanah ri rp jutam vietnam tinggi rp juta,Negatif
349,2020-07-08,tol terowongan target operasi september,Negatif
350,2020-07-08,buka blokir netflix saham telkom stagnan,Positif
351,2020-07-08,laju kencang harga emas mepet level us,Positif
352,2020-07-08,laju kencang harga emas mepet level us,Positif
353,2020-07-08,wib rupiah kuat rp us,Positif
354,2020-07-08,pegang dolar hong kong bentar serang as,Negatif
355,2020-07-08,gegara covid target investasi ri pangkas rp t,Netral
356,2020-07-08,whatsapp chatting guna facebook messenger,Negatif
357,2020-07-08,gerak harga emas antam rp gram,Positif
358,2020-07-08,loyo kurs bi rupiah perkasa spot,Positif
359,2020-07-08,rp harga emas gadai juta,Positif
360,2020-07-08,dear drakor mania drama wajib nonton juli,Negatif
361,2020-07-08,astaga jual ritel anjlok,Netral
362,2020-07-08,dpr panggil badan geologi esdm bahas potensi migas minerba,Positif
363,2020-07-08,gagal bayar rp t agenda rupo tiphone mobile,Negatif
364,2020-07-08,google anggap antutu virus spyware larang guna install,Negatif
365,2020-07-08,bilang minyak ambles gegara corona,Netral
366,2020-07-08,saham bank terbang bikin ihsg tahan,Positif
367,2020-07-08,mobil bekas rp juta laku merek laris manis,Negatif
368,2020-07-08,tutup batas dolar australia ko,Negatif
369,2020-07-08,wib rupiah stagnan rp us,Positif
370,2020-07-08,ponsel g murah samsung,Negatif
371,2020-07-08,ancam perang laut china selatan prabowo,Negatif
372,2020-07-08,ancam perang laut china selatan prabowo,Negatif
373,2020-07-08,harga batu bara rekor tinggi bulan rentan koreksi,Positif
374,2020-07-08,tanri abeng baik piutang bumn perintah,Positif
375,2020-07-08,catat tahap buka sekolah versi nadiem makarim,Negatif
376,2020-07-08,saham lo kheng hong beli reksa dana,Positif
377,2020-07-08,deret aksi prabowo subianto menteri jokowi,Negatif
378,2020-07-08,tampak tanker terbang as rp t beli ri,Negatif
379,2020-07-08,tenang nasabah dplk imbas skandal korupsi jiwasraya,Negatif
380,2020-07-08,hindar virus corona kalung ajaib covid,Negatif
381,2020-07-08,ringgit lemah minyak nabati harga cpo lesat,Positif
382,2020-07-08,alert peringkat usaha ri pangkas sinyal,Negatif
383,2020-07-08,terbang sesi ihsg lewat level psikologis,Positif
384,2020-07-08,umkm bangkit pertamina salur rp m via pinky movement,Negatif
385,2020-07-08,tampak nasabah ksp indosurya serbu sidang pn jakpus,Negatif
386,2020-07-08,wib rupiah stagnan rp us,Positif
387,2020-07-08,waris corona perintah mandi utang ribu triliun,Netral
388,2020-07-08,alert potensi ledak anggur juta orang,Netral
389,2020-07-08,wow cadang batu bara indonesia capai miliar ton,Positif
390,2020-07-08,mantap ri kaldera toba global geopark unesco,Negatif
391,2020-07-08,tarif rapid test corona mahal rp,Negatif
392,2020-07-08,tarif rapid test corona mahal rp,Negatif
393,2020-07-08,haru biru momen dara minzy ne reuni,Negatif
394,2020-07-08,hantu muncul krisis gagal bayar,Netral
395,2020-07-08,harap bukti baru ekonomi ri bangkit,Positif
396,2020-07-08,pesawat osprey tanker terbang as borong ri rp t,Negatif
397,2020-07-08,poco m pro vs redmi note pro canggih,Negatif
398,2020-07-08,palestina panas negara kecam keras israel,Negatif
399,2020-07-08,ojk restrukturisasi nasabah leasing tembus rp t,Negatif
400,2020-07-08,doni joewono fokus dorong ekonomi digital,Negatif
401,2020-07-08,lho kai tekor gegara corona suntik dana rp t,Negatif
402,2020-07-08,ekonomi ri kuartal ii ramal minus rupiah perkasa lho,Netral
403,2020-07-08,rekomendasi trading gbpusd analis potensi cuan rp juta,Positif
404,2020-07-08,khawatir biaya bengkak mudah obat rs,Negatif
405,2020-07-08,wib rupiah anjak rp us,Positif
406,2020-07-08,asing masuk sesi ii ihsg tahan zona hijau,Positif
407,2020-07-08,deret karang bunga seru damai nasabah ksp indosurya,Negatif
408,2020-07-08,taksi express emiten properti ancam pailit,Netral
409,2020-07-08,dividen sari roti rp m cek jadwal,Positif
410,2020-07-08,lahir biaya,Negatif
411,2020-07-08,juli bu sri mulyani gaji cair nih,Negatif
412,2020-07-08,juli bu sri mulyani gaji cair nih,Negatif
413,2020-07-08,kabar industri aku vokasi prioritas kerja,Negatif
414,2020-07-08,dp bikin pusing beli agya rogoh rp juta,Negatif
415,2020-07-08,telkom buka blokir netflix untung rugi,Positif
416,2020-07-08,caplok rabobank rp m bca restu rupslb juli,Positif
417,2020-07-08,perintah kasih ringan biaya kuliah rinciannya,Negatif
418,2020-07-08,bamsoet kode jokowi reshuffle kabinet,Negatif
419,2020-07-08,daftar netflix gratis kartu kredit,Negatif
420,2020-07-08,ungkap audit internal cium skandal jiwasraya,Negatif
421,2020-07-08,takut who lonjak mati covid,Netral
422,2020-07-08,cair kemenkeu salur insentif tenaga sehat rp t,Negatif
423,2020-07-08,daftar zona hijau jawa barat bebas corona,Positif
424,2020-07-08,wib rupiah terpa rp us,Netral
425,2020-07-08,new york cekam tembak brutal tewas orang,Negatif
426,2020-07-08,gelar wayang orang online pertamina raih rekor muri,Negatif
427,2020-07-08,duh anggar sehat corona rp t cair,Netral
428,2020-07-08,bos kai curhat bisnis angkut logistik kalah saing,Negatif
429,2020-07-08,lestari budaya pertamina gelar wayang orang virtual,Negatif
430,2020-07-08,aschina tempur amitamit unggul,Negatif
431,2020-07-08,erick merger bank syariah bumn tanri abeng,Positif
432,2020-07-08,erick merger bank syariah bumn tanri abeng,Positif
433,2020-07-08,dubes rusia prabowo moskow bahas beli sukhoi su,Negatif
434,2020-07-08,gagal bayar ancam pailit lampu kuning emiten properti,Netral
435,2020-07-08,intip canggih pesawat osprey beli ri as,Negatif
436,2020-07-08,peluang buka ekonomi kecil bursa eropa buka merah,Netral
